Title	tip	these	could	indent	commands	would	make	works	cheap	things	mmm	under	an	first	vi	another	handy	not	delete	states	back	around	ignore	how	jumping	matters	what	new	graywh	after	do	lot	window	knowing	open	other	right	keep	modified	current	take	allows	left	more	good	characters	without	given	doing	undo	reader	they	mode	value	add	paragraph	there	grab	following	here	run	does	change	options	very	then	changed	only	used	vertical	cursor	x	will	setting	disable	need	buffer	screen	useful	type	most	switching	flag	two	tips	makes	sure	just	allow	but	reformat	process	map	easy	rss	love	shell	standard	set	os	plugin	already	normal	nice	get	many	my	visited	file	way	ruler	me	spaces	page	backtick	so	introduction	pattern	one	should	filetype	has	horizontal	anonymous	much	up	ex	thought	modelines	tabs	previous	specific	than	know	few	work	which	really	about	had	while	beginning	because	tao	like	split	might	scrolling	always	when	typing	basic	tab	number	remap	levels	working	inside	code	key	actually	some	even	between	removing	see	or	windows	autocompletion	autowrite	equal	quick	little	also	extending	out	programming	time	replace	insert	thanks	support	been	list	all	give	lines	history	different	over	them	any	put	emacs	files	was	line	why	hit	using	applications	easier	next	into	eclipse	where	something	great	directory	find	no	found	name	converting
Grab A Ruler	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	0	14	0	0	0	18	0	0	0	18	36	0	0	0	0	0	0	35	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	36	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	18	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	18	0	0	0	0	0	0	17	0	0	0	18	0	18	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	14	0	0	0	0	18	0	0	36	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	17	0	0	0	0	0	0	18	0	0	18	0	0	18	0	0	0	0	0
Find Dot Files	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	17	0	0	0	17	18	0	0	0	0	0	18	0	17	0	0	0	0	0	0	0	0	18	0	0	0	0	14	0	0	14	0	0	0	17	0	17	0	0	18	0	31	18	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	42	17	0	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	14	0	0	70	17	0	0	0	0	0	0	0	0	0	0	0	17	34	69	0	0	14	0
Insert Mode Shortcuts	0	0	34	42	0	0	0	0	0	17	0	0	17	0	0	17	14	17	14	0	0	0	0	17	0	18	0	0	0	0	34	0	0	0	0	0	0	34	0	62	0	0	0	34	0	17	0	0	0	0	0	0	53	0	0	0	0	0	0	14	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	18	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	45	17	0	0	0	16	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	14	31	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	67	0	0	0	0	0	34	0	0	0	14	0	0	0	18	0	0	96	18	0	0	0	0	17	18	0	0	0	17	0	0	0	0	0	0
Text States	0	0	0	18	0	34	0	0	0	0	18	0	17	0	0	0	0	0	0	36	0	0	0	34	18	0	0	17	0	0	0	0	18	18	0	0	0	0	0	0	0	0	0	31	17	18	0	0	0	69	36	0	0	0	0	0	0	18	0	0	0	0	0	18	17	0	0	17	0	0	0	0	0	18	0	0	36	0	0	136	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	48	0	34	0	0	0	0	18	0	51	0	0	0	0	0	0	0	0	18	0	18	0	0	0	18	0	17	17	0	0	0	0	18	0	0	0	0	0	0	0	14	0	14	0	0	0	18	0	0	0	0	0	0	18	17	0	36	0	0	0	0	0	0	0	0	17	0	0	34	0	0	0	0	0	0	0	99	0	0	18	0	0	18	0	0	18	0	0	0	0	0
Pull Into Ex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	17	0	0	0	0	0	14	0	17	0	14	0	0	0	0	17	0	0	14	0	0	0	0	32	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	17	0	0	18	0	0	35	0	0	0	0	0	0	0	0	0	14	0	0	0	18	0	0	1	18	0	0	0	0	0	80	0	0	0	14	0	0	0	0	0	0
Supertab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Reformat a Paragraph	17	0	17	0	0	0	35	17	0	0	0	0	17	14	0	0	0	51	18	0	0	0	18	0	0	0	85	0	0	17	48	0	0	0	0	0	0	0	18	0	0	0	0	34	0	0	0	34	17	0	0	0	17	0	0	70	0	0	14	0	0	34	0	0	0	34	18	18	0	0	31	0	17	0	0	0	0	0	0	17	0	0	18	68	18	0	0	17	17	34	84	0	0	0	18	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	18	18	18	0	0	0	17	17	0	17	0	64	0	0	17	0	18	18	0	0	17	17	0	17	17	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	34	18	0	0	0	17	0	0	0	0	0	18	0	17	36	0	0	18	0	0	51	18	0	0	0	0	0	17	0	17	0	35	0	17	18	0	0	0	17	0	0	0	0	31	17	17	0	0	0	0	0	0	0	0	0	0	0	0	17	0	18
Change Last, First to First Last	14	0	17	0	0	0	0	0	0	0	0	0	17	87	0	0	0	45	0	0	0	17	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	17	0	0	17	0	14	28	0	0	0	0	0	0	0	14	0	0	0	0	0	0	14	0	0	0	49	0	0	14	0	0	17	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	17	0	0	0	0	0	28	0	29	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	18	0	0	0	0	0	0	18	0	17	0	0	0	17	28	18	18	0	0	0	0	0	0	18	0	0	0	0	0	0	17	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	17	17	0	17	0	0	0	0
Right = Left	14	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	35	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0	14	14	0	0	0	0	0	0	0	14	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
An Introduction to Clojure's Agents	0	0	0	0	0	17	0	0	0	0	0	0	49	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	18	0	0	0	28	0	17	0	0	0	0	0	14	0	0	0	0	18	0	18	0	0	18	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	31	50	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	14	42	14	0	0	0	0	14	0	17	0	0	18	0	0	0	0	0	0	14	42	14	18	0	0	32	0	0	0	0	0	0	14	0	0	14	0	0	0	14	18	0	0	31	18	18	0	0	18	0	0	0	0	0	0	0	0	0
Next and Previous Characters	0	31	0	18	0	0	0	0	0	0	18	0	0	42	0	0	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	18	18	0	0	0	17	0	14	42	0	0	0	0	35	0	0	0	18	36	0	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	42	18	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	34	0	0	0	0	0	0	14	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	14	0	0	0	32	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	18	0	18	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	18	0	0	36	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	18	0	0	18	0	0	0	0	0
Screen in OS X Leopard	0	0	0	0	0	0	0	0	0	0	0	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	14	0	0	0	17	0	17	0	0	0	0	18	0	67	17	0	18	17	0	84	0	0	0	18	0	0	0	0	0	0	0	14	0	0	0	17	0	0	31	0	0	83	0	0	0	0	17	0	0	0	17	0	0	51	0	0	0	0	18	0	0	0	0	14	18	0	0	0	0	14	0	17	0	14	0	0	0	0	17	17	0	0	0	0	17	0	34	18	31	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	17	0	17	0	17	0	18	0	0	0	0	0	0	0	0	0	18	0	0	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	18	0	0	18	0	17	0	0	0	0	0	0	0
Undo Levels	0	0	17	18	0	0	17	0	17	0	18	0	0	0	0	0	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	18	18	0	17	0	0	0	0	0	0	0	0	0	18	0	0	0	50	36	0	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	18	17	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	18	0	0	0	0	0	0	17	0	0	0	18	0	18	0	0	0	18	0	0	0	0	0	14	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	18	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	18	0	0	0	0	0
Indent From Insert	14	14	0	81	14	0	0	0	0	17	18	0	17	0	0	0	0	34	0	18	0	17	0	0	18	0	17	0	14	0	0	0	18	18	0	0	0	17	0	28	0	0	14	0	17	18	0	17	0	18	36	17	0	0	0	0	0	18	0	0	0	0	14	18	0	0	0	0	0	0	14	0	0	18	0	0	36	0	0	17	0	0	0	0	0	34	0	34	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	18	0	0	18	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	14	17	14	0	34	0	34	0	35	0	18	0	0	0	18	0	0	0	0	0	0	0	18	14	0	0	0	0	0	17	0	0	17	0	0	0	18	0	0	17	0	0	17	18	0	0	67	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	17	45	0	0	31	0	0	18	0	0	32	0	31	18	0	31	0	0	0
Yank S-Exp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	18	0	0	34	0	14	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	51	0	0	0	0	0	17	0	0	0	0	18	0	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0	34	0	0	34	17	0	0	0	0	0	0	18	0	0	0	0	0	0	17	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	18	0	0	18	17	0	0	0	0	0	0	0	0	0	17	0	0	18	0	0	0	35	0	34	0	0	0	32	0	0	0	17	0	0	0	0	0	0
Sensible Defaults with Vim-Sensible	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	18	0	0	0	0	14	0	32	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Vi Mode in Readline Applications	17	0	0	0	0	51	0	17	0	0	0	0	18	0	168	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	15	0	17	0	0	0	0	51	0	0	0	0	0	0	51	18	0	18	15	0	18	0	0	18	0	0	0	18	0	0	0	0	17	17	17	17	0	0	0	0	0	32	34	0	52	18	0	0	0	0	17	34	17	0	0	17	0	0	0	0	0	51	18	0	0	0	0	0	18	0	0	17	0	14	0	0	0	0	0	17	0	83	0	0	66	0	34	0	0	0	15	18	0	0	17	0	0	0	0	0	0	0	17	0	0	0	17	17	17	0	0	0	0	0	18	0	0	0	0	0	0	0	0	17	18	0	14	18	34	0	0	0	0	34	0	0	0	15	0	0	0	34	52	0	17	32	52	18	0	0	18	0	0	17	0	15	0	0	0	0
AwesomeWM	0	14	0	0	0	14	14	0	17	14	0	0	56	0	0	0	0	42	0	0	0	14	0	0	0	0	31	0	0	0	45	73	143	0	42	28	14	0	0	42	0	14	0	48	31	0	0	42	0	0	0	14	14	0	14	0	14	0	0	0	17	14	0	0	90	0	0	28	28	0	0	0	56	0	0	0	0	32	0	0	0	0	0	0	0	28	0	31	42	113	0	0	0	0	0	14	31	14	14	14	0	0	0	0	17	28	150	0	0	0	0	62	0	0	0	59	0	0	0	17	0	14	0	32	0	0	0	0	0	18	0	0	31	17	28	0	31	0	17	17	0	0	17	0	42	0	0	0	17	17	0	0	28	28	0	0	0	14	14	14	0	82	14	70	0	0	56	70	0	0	0	0	17	59	0	17	0	34	0	0	34	28	48	14	90	17	0	0	14	48	28	56	0	0	0	17	0	0	0	77	42	0	0	0	0	0	0	17	0	31	28	17	17	0
bashreduce	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	28	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	14	0	0	0
Extending History	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	14	0	0	0	0	0	0	0	0	18	0	18	0	0	0	14	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	18	0	0	0	0	0	0	0	0	0	14	0	0	0	18	18	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	36	0	0	18	0	0	0	35	0	0	0	0	0	0	0	0	0	18	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	18
CTRL-V for Literal Characters	0	0	0	0	0	0	0	0	0	0	0	31	65	0	17	0	18	34	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	34	0	0	0	14	0	14	0	18	0	50	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17	14	0	14	0	17	0	0	0	0	0	0	28	0	0	0	31	0	0	0	0	0	17	0	0	0	0	0	0	18	0	0	0	0	0	14	0	0	0	51	0	0	17	0	0	0	0	0	0	0	18	0	0	0	34	0	0	0	0	28	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	17	0	28	0	0	48	14	0	0	14	0	0	0	0	28	17	0	14	0	0	0	0	45	0	0	0	0	18	0	14	0	14	0	0	0	28	34	0	34	14	17	0	0	0	0	0	0	14	0	0	0	0	0	14	14	0	0	0	17	0	0	0	17	0	0	14	0	0	0	0
Starting on a Specific Line	0	0	0	18	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	18	0	0	0	17	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	14	0	18	0	0	0	17	0	31	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17	18	17	0	17	0	0	48	0	0	0	0	0	0	0	0	17	0	0	0	0	0	30	0	0	17	0	0	0	0	49	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	95	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shift-Tab'ing	17	17	31	69	0	0	0	0	17	0	18	0	0	0	0	0	0	34	0	18	0	0	0	0	18	0	0	0	17	31	0	0	18	18	0	0	0	0	0	45	31	14	0	17	0	18	17	0	17	18	36	68	51	0	0	0	0	18	14	0	0	0	17	18	0	0	0	17	0	0	17	0	34	18	0	0	36	0	17	0	0	0	0	0	0	0	0	34	0	17	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	17	45	18	0	0	18	31	48	0	0	17	0	0	48	31	0	17	0	0	17	0	0	17	0	17	18	0	0	51	0	34	0	0	34	0	14	18	34	18	51	0	0	18	14	31	0	0	80	17	0	18	0	0	0	14	14	17	0	0	0	0	68	0	0	18	0	0	0	14	0	17	18	0	0	70	34	0	0	0	17	0	0	0	0	17	17	0	0	0	0	0	14	0	0	34	0	0	18	14	0	35	0	17	18	0	17	14	0	0
Switching from Horizontal to Vertical Split	0	17	0	0	17	0	14	31	0	0	0	0	18	0	18	0	0	17	0	0	14	0	0	0	0	0	17	0	0	0	28	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	17	52	0	18	0	0	18	0	0	18	0	0	0	35	0	14	0	0	0	0	0	0	0	17	17	0	0	0	0	0	17	18	0	14	0	0	0	0	17	0	17	17	0	17	0	0	0	0	18	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	17	0	0	31	17	34	0	0	0	17	0	31	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	18	0	0	17	0	17	0	0	0	0	18	0	17	18	34	0	0	0	0	0	0	0	45	17	0	0	0	0	18	0	0	0	18	18	0	0	18	0	0	0	0	17	0	0	0	0
Autocommands	0	0	0	0	0	0	0	0	0	17	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	14	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Last Changed Text	0	0	0	0	14	0	18	0	0	0	0	0	0	14	0	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	14	0	0	0	0	0	0	78	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	18	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	18	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	42	36	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	18
